hsa,gene_name,gene_concept
hsa04064,BCL2A1,gene_597
hsa04064,CXCL8,gene_3576
hsa04064,CCL4,gene_6351
hsa04064,CSNK2B,gene_1460
hsa04066,INS,gene_3630
hsa04066,EPO,gene_2056
hsa04066,TF,gene_7018
hsa04066,HK1,gene_3098
hsa04066,GAPDH,gene_2597
hsa04070,PTEN,gene_5728
hsa04070,INPP5D,gene_3635
hsa04071,KNG1,gene_3827
hsa04071,PTEN,gene_5728
hsa04080,AGT,gene_183
hsa04080,KNG1,gene_3827
hsa04080,C3,gene_718
hsa04080,CCK,gene_885
hsa04080,POMC,gene_5443
hsa04080,OXT,gene_5020
hsa04080,TAC1,gene_6863
hsa04080,AVP,gene_551
hsa04080,F2,gene_2147
hsa04080,PLG,gene_5340
hsa04080,GPHA2,gene_170589
hsa04080,TRH,gene_7200
hsa04080,CALCA,gene_796
hsa04080,ADM2,gene_79924
hsa04080,GCG,gene_2641
hsa04080,PTH,gene_5741
hsa04080,SCT,gene_6343
hsa04080,GH1,gene_2688
hsa04080,CSH2,gene_1443
hsa04080,PRL,gene_5617
hsa04114,INS,gene_3630
hsa04114,ADCY1,gene_107
hsa04115,CYCS,gene_54205
hsa04115,PTEN,gene_5728
hsa04120,ITCH,gene_83737
hsa04142,ATP6V0A2,gene_23545
hsa04142,ATP6AP1,gene_537
hsa04142,GLB1,gene_2720
hsa04142,GUSB,gene_2990
hsa04142,NEU1,gene_4758
hsa04144,ITCH,gene_83737
hsa04144,STAMBP,gene_10617
hsa04144,EHD1,gene_10938
hsa04145,ATP6V0A2,gene_23545
hsa04145,ATP6AP1,gene_537
hsa04145,MPO,gene_4353
hsa04145,C3,gene_718
hsa04145,SFTPA1,gene_653509
hsa04146,DAO,gene_1610
hsa04146,CAT,gene_847
hsa04150,FLCN,gene_201163
hsa04150,INS,gene_3630
hsa04150,PTEN,gene_5728
hsa04150,RICTOR,gene_253260
hsa04151,NGF,gene_4803
hsa04151,INS,gene_3630
hsa04151,GH1,gene_2688
hsa04151,CSH2,gene_1443
hsa04151,PRL,gene_5617
hsa04151,EPO,gene_2056
hsa04151,IBSP,gene_3381
hsa04151,PTEN,gene_5728
hsa04151,G6PC1,gene_2538
hsa04151,IKBKG,gene_8517
hsa04152,G6PC1,gene_2538
hsa04152,INS,gene_3630
hsa04210,TNFSF10,gene_8743
hsa04210,CYCS,gene_54205
hsa04210,IKBKG,gene_8517
hsa04210,BCL2A1,gene_597
hsa04210,NGF,gene_4803
hsa04217,GLUL,gene_2752
hsa04217,FTH1,gene_2495
hsa04217,TNFSF10,gene_8743
hsa04218,PTEN,gene_5728
hsa04218,CXCL8,gene_3576
hsa04260,CYTB,gene_4519
hsa04260,COX8A,gene_1351
hsa04260,ATP1B1,gene_481
hsa04261,ADCY1,gene_107
hsa04261,ATP1B1,gene_481
hsa04261,AGT,gene_183
hsa04270,AGT,gene_183
hsa04270,AVP,gene_551
hsa04270,MYH14,gene_79784
hsa04270,CALCA,gene_796
hsa04270,ADM2,gene_79924
hsa04270,ADCY1,gene_107
hsa04340,HHIP,gene_64399
hsa04350,NODAL,gene_4838
hsa04350,BMPR2,gene_659
hsa04371,ADCY1,gene_107
hsa04380,IKBKG,gene_8517
hsa04380,SPI1,gene_6688
hsa04390,BMPR2,gene_659
hsa04510,IBSP,gene_3381
hsa04510,PTEN,gene_5728
hsa04512,IBSP,gene_3381
hsa04514,MAG,gene_4099
hsa04520,WAS,gene_7454
hsa04520,CSNK2B,gene_1460
hsa04520,SNAI1,gene_6615
hsa04540,ADCY1,gene_107
hsa04610,F7,gene_2155
hsa04610,F12,gene_2161
hsa04610,F9,gene_2158
hsa04610,F8,gene_2157
hsa04610,F2,gene_2147
hsa04610,FGB,gene_2244
hsa04610,PLG,gene_5340
hsa04610,KNG1,gene_3827
hsa04610,SERPINA1,gene_5265
hsa04610,SERPINC1,gene_462
hsa04610,A2M,gene_2
hsa04610,C1S,gene_716
hsa04610,C3,gene_718
hsa04611,F2,gene_2147
hsa04611,FGB,gene_2244
hsa04611,ADCY1,gene_107
hsa04613,MPO,gene_4353
hsa04613,C3,gene_718
hsa04613,FGB,gene_2244
hsa04613,AGER,gene_177
hsa04613,HDAC9,gene_9734
hsa04613,CAMP,gene_820
hsa04614,AGT,gene_183
hsa04614,REN,gene_5972
hsa04614,ENPEP,gene_2028
hsa04614,PREP,gene_5550
hsa04614,LNPEP,gene_4012
hsa04620,IKBKG,gene_8517
hsa04620,CXCL8,gene_3576
hsa04620,CCL4,gene_6351
hsa04621,IKBKG,gene_8517
hsa04621,CXCL8,gene_3576
hsa04621,CAMP,gene_820
hsa04623,IKBKG,gene_8517
hsa04623,CCL4,gene_6351
hsa04630,LIF,gene_3976
hsa04630,EPO,gene_2056
hsa04630,GH1,gene_2688
hsa04630,CSH2,gene_1443
hsa04630,PRL,gene_5617
hsa04640,EPO,gene_2056
hsa04650,LAT2,gene_7462
hsa04650,MICA,gene_100507436
hsa04650,SH2D1A,gene_4068
hsa04650,TNFSF10,gene_8743
hsa04657,IKBKG,gene_8517
hsa04657,CXCL8,gene_3576
hsa04657,MUC5AC,gene_4586
hsa04658,IKBKG,gene_8517
hsa04659,RORC,gene_6097
hsa04659,IKBKG,gene_8517
hsa04660,IKBKG,gene_8517
hsa04662,CD79A,gene_973
hsa04662,BANK1,gene_55024
hsa04662,IKBKG,gene_8517
hsa04662,INPP5D,gene_3635
hsa04664,INPP5D,gene_3635
hsa04664,ALOX5AP,gene_241
hsa04666,WAS,gene_7454
hsa04666,INPP5D,gene_3635
hsa04668,ITCH,gene_83737
hsa04668,IKBKG,gene_8517
hsa04668,LIF,gene_3976
hsa04713,ADCY1,gene_107
hsa04721,NSF,gene_4905
hsa04721,ATP6V0A2,gene_23545
hsa04722,NGF,gene_4803
hsa04723,ADCY1,gene_107
hsa04723,NDUFB3,gene_4709
hsa04724,GLS,gene_2744
hsa04724,ADCY1,gene_107
hsa04724,GLUL,gene_2752
hsa04725,CHAT,gene_1103
hsa04725,ACHE,gene_43
hsa04725,ADCY1,gene_107
hsa04726,DDC,gene_1644
hsa04726,APP,gene_351
hsa04727,GLS,gene_2744
hsa04727,NSF,gene_4905
hsa04727,ADCY1,gene_107
hsa04727,GLUL,gene_2752
hsa04728,DDC,gene_1644
hsa04728,COMT,gene_1312
hsa04750,KNG1,gene_3827
hsa04750,NGF,gene_4803
hsa04750,ADCY1,gene_107
hsa04810,F2,gene_2147
hsa04810,INS,gene_3630
hsa04810,KNG1,gene_3827
hsa04810,MYH14,gene_79784
hsa04910,INS,gene_3630
hsa04910,HK1,gene_3098
hsa04910,GCK,gene_2645
hsa04910,G6PC1,gene_2538
hsa04911,GCK,gene_2645
hsa04911,ATP1B1,gene_481
hsa04911,GCG,gene_2641
hsa04911,ADCY1,gene_107
hsa04911,INS,gene_3630
hsa04911,CCK,gene_885
hsa04912,ADCY1,gene_107
hsa04914,ADCY1,gene_107
hsa04914,INS,gene_3630
hsa04915,ESR2,gene_2100
hsa04915,ADCY1,gene_107
hsa04915,POMC,gene_5443
hsa04916,POMC,gene_5443
hsa04916,ADCY1,gene_107
hsa04916,TYR,gene_7299
hsa04917,PRL,gene_5617
hsa04917,ESR2,gene_2100
hsa04917,GCK,gene_2645
hsa04917,INS,gene_3630
hsa04918,ADCY1,gene_107
hsa04918,TG,gene_7038
hsa04918,ATP1B1,gene_481
hsa04918,GSR,gene_2936
hsa04918,ALB,gene_213
hsa04918,TTR,gene_7276
hsa04918,SERPINA7,gene_6906
hsa04919,ATP1B1,gene_481
hsa04920,IKBKG,gene_8517
hsa04920,POMC,gene_5443
hsa04920,G6PC1,gene_2538
hsa04921,OXT,gene_5020
hsa04921,ADCY1,gene_107
hsa04922,GCG,gene_2641
hsa04922,G6PC1,gene_2538
hsa04922,GCK,gene_2645
hsa04923,ADCY1,gene_107
hsa04923,INS,gene_3630
hsa04924,REN,gene_5972
hsa04924,AGT,gene_183
hsa04925,AGT,gene_183
hsa04925,ATP1B1,gene_481
hsa04925,POMC,gene_5443
hsa04925,ADCY1,gene_107
hsa04925,STAR,gene_6770
hsa04927,POMC,gene_5443
hsa04927,ADCY1,gene_107
hsa04927,STAR,gene_6770
hsa04927,AGT,gene_183
hsa04928,ADCY1,gene_107
hsa04928,PTH,gene_5741
hsa04930,INS,gene_3630
hsa04930,HK1,gene_3098
hsa04930,GCK,gene_2645
hsa04934,ADCY1,gene_107
hsa04934,POMC,gene_5443
hsa04934,STAR,gene_6770
hsa04934,AGT,gene_183
hsa04934,FH,gene_2271
hsa04940,INS,gene_3630
hsa04960,ATP1B1,gene_481
hsa04960,INS,gene_3630
hsa04961,PTH,gene_5741
hsa04961,ATP1B1,gene_481
hsa04962,AVP,gene_551
hsa04962,DYNLL1,gene_8655
hsa04962,NSF,gene_4905
hsa04964,CA2,gene_760
hsa04964,ATP1B1,gene_481
hsa04964,GLS,gene_2744
hsa04966,CA2,gene_760
hsa04966,ATP6V0A2,gene_23545
hsa04966,SLC4A1,gene_6521
hsa04970,ADCY1,gene_107
hsa04970,ATP1B1,gene_481
hsa04970,MUC5AC,gene_4586
hsa04970,LYZ,gene_4069
hsa04970,CAMP,gene_820
hsa04971,GAST,gene_2520
hsa04971,ADCY1,gene_107
hsa04971,ATP1B1,gene_481
hsa04971,CA2,gene_760
hsa04972,CCK,gene_885
hsa04972,CPB1,gene_1360
hsa04972,CEL,gene_1056
hsa04972,ATP1B1,gene_481
hsa04972,SCT,gene_6343
hsa04972,ADCY1,gene_107
hsa04972,CA2,gene_760
hsa04973,LCT,gene_3938
hsa04973,ATP1B1,gene_481
hsa04973,HK1,gene_3098
hsa04973,G6PC1,gene_2538
hsa04974,CPB1,gene_1360
hsa04974,ATP1B1,gene_481
hsa04974,ELN,gene_2006
hsa04975,CEL,gene_1056
hsa04976,CA2,gene_760
hsa04976,ATP1B1,gene_481
hsa04976,SCT,gene_6343
hsa04976,ADCY1,gene_107
hsa04978,ATP1B1,gene_481
hsa04978,FTH1,gene_2495
hsa04978,TF,gene_7018
hsa04979,LPL,gene_4023
hsa04979,STAR,gene_6770
hsa05010,APP,gene_351
hsa05010,GAPDH,gene_2597
hsa05010,IDE,gene_3416
hsa05010,MAPT,gene_4137
hsa05010,NDUFB3,gene_4709
hsa05010,CYTB,gene_4519
hsa05010,COX8A,gene_1351
hsa05010,LPL,gene_4023
hsa05010,CYCS,gene_54205
hsa05010,CSNK2B,gene_1460
hsa05010,AGER,gene_177
hsa05010,IKBKG,gene_8517
hsa05010,INS,gene_3630
hsa05012,MAPT,gene_4137
hsa05012,NDUFB3,gene_4709
hsa05012,CYTB,gene_4519
hsa05012,COX8A,gene_1351
hsa05012,CYCS,gene_54205
hsa05014,CYCS,gene_54205
hsa05014,NDUFB3,gene_4709
hsa05014,CYTB,gene_4519
hsa05014,COX8A,gene_1351
hsa05014,NXF1,gene_10482
hsa05014,CAT,gene_847
hsa05014,DNAH8,gene_1769
hsa05022,APP,gene_351
hsa05022,MAPT,gene_4137
hsa05022,NDUFB3,gene_4709
hsa05022,CYTB,gene_4519
hsa05022,COX8A,gene_1351
hsa05022,CYCS,gene_54205
hsa05022,CAT,gene_847
hsa05022,CSNK2B,gene_1460
hsa05022,DNAH8,gene_1769
hsa05022,AGER,gene_177
hsa05030,DDC,gene_1644
hsa05031,DDC,gene_1644
hsa05031,ARC,gene_23237
hsa05032,ADCY1,gene_107
hsa05171,CXCL8,gene_3576
hsa05171,IKBKG,gene_8517
hsa05171,C3,gene_718
hsa05171,C1S,gene_716
hsa05171,F2,gene_2147
hsa05171,FGB,gene_2244
hsa05200,F2,gene_2147
hsa05200,AGT,gene_183
hsa05200,ADCY1,gene_107
hsa05200,PTEN,gene_5728
hsa05200,IKBKG,gene_8517
hsa05200,KNG1,gene_3827
hsa05200,EPO,gene_2056
hsa05200,CXCL8,gene_3576
hsa05200,ESR2,gene_2100
hsa05200,SPI1,gene_6688
hsa05200,CYCS,gene_54205
hsa05200,FH,gene_2271
hsa05200,HHIP,gene_64399
hsa05202,MPO,gene_4353
hsa05202,SPI1,gene_6688
hsa05202,BCL2A1,gene_597
hsa05202,ERG,gene_2078
hsa05202,CXCL8,gene_3576
hsa05206,PTEN,gene_5728
hsa05206,BMPR2,gene_659
hsa05206,GLS,gene_2744
hsa05210,CYCS,gene_54205
hsa05215,ERG,gene_2078
hsa05215,INS,gene_3630
hsa05215,PTEN,gene_5728
hsa05215,IKBKG,gene_8517
hsa05217,HHIP,gene_64399
hsa05218,PTEN,gene_5728
hsa05220,IKBKG,gene_8517
hsa05221,IKBKG,gene_8517
hsa05221,MPO,gene_4353
hsa05221,SPI1,gene_6688
hsa05221,BCL2A1,gene_597
hsa05224,ESR2,gene_2100
hsa05224,PTEN,gene_5728
hsa05225,PTEN,gene_5728
hsa05225,ARID1A,gene_8289
hsa05230,GCK,gene_2645
hsa05230,GLS,gene_2744
hsa05230,G6PD,gene_2539
hsa05230,HK1,gene_3098
hsa05230,PTEN,gene_5728
hsa05320,TG,gene_7038
hsa05323,PTH,gene_5741
hsa05323,ATP6V0A2,gene_23545
hsa05323,ATP6AP1,gene_537
hsa05323,CXCL8,gene_3576
hsa05414,ADCY1,gene_107
hsa05414,AGT,gene_183
